Cid,Year,Ethnicity,Sex,Cause of Death,Count,Percent
21119,2008,HISPANIC,MALE,PARKINSONS DISEASE,19,0
21120,2008,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,172,4
21121,2008,HISPANIC,MALE,SEPTICEMIA,37,1
21122,2008,HISPANIC,MALE,SHORT GESTATION/LBW,14,0
21123,2008,HISPANIC,MALE,VIRAL HEPATITIS,106,2
21124,2008,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,70,1
21125,2008,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,62,1
21126,2008,NON-HISPANIC BLACK,FEMALE,ANEMIAS,15,0
21127,2008,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),36,0
21128,2008,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
21129,2008,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26,0
21130,2008,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,22,0
21131,2008,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,267,4
21132,2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,1
21133,2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,191,3
21134,2008,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,1
21135,2008,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,380,5
21136,2008,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2725,36
21137,2008,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,192,3
21138,2008,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,227,3
21139,2008,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,318,4
21140,2008,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),20,0
21141,2008,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1756,24
21142,2008,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,14,0
21143,2008,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,1
21144,2008,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,14,0
21145,2008,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",22,0
21146,2008,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,1
21147,2008,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,68,1
21148,2008,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26,0
21149,2008,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,29,0
21150,2008,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,146,2
21151,2008,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,16,0
21152,2008,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,17,0
21153,2008,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),286,4
21154,2008,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
21155,2008,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,20,0
21156,2008,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,206,3
21157,2008,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,64,1
21158,2008,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,169,3
21159,2008,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",45,1
21160,2008,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,265,4
21161,2008,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2077,32
21162,2008,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,134,2
21163,2008,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,356,5
21164,2008,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,222,3
21165,2008,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),45,1
21166,2008,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1464,22
21167,2008,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,37,1
21168,2008,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",54,1
21169,2008,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,17,0
21170,2008,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,132,2
21171,2008,NON-HISPANIC BLACK,MALE,RESPIRATORY DISTRESS OF NEWBORN,18,0
21172,2008,NON-HISPANIC BLACK,MALE,SEPTICEMIA,49,1
21173,2008,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,22,0
21174,2008,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,62,1
21175,2008,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,193,1
21176,2008,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,151,1
21177,2008,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,26,0
21178,2008,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,54,0
21179,2008,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,65,0
21180,2008,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,379,3
21181,2008,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,20,0
21182,2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,61,0
21183,2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,518,4
21184,2008,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,0
21185,2008,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,210,1
21186,2008,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6836,48
21187,2008,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,151,1
21188,2008,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,25,0
21189,2008,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,621,4
21190,2008,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),57,0
21191,2008,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3366,24
21192,2008,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,15,0
21193,2008,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,0
21194,2008,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,37,0
21195,2008,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,29,0
21196,2008,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,86,1
21197,2008,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,57,0
21198,2008,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14,0
21199,2008,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,27,0
21200,2008,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272,2
21201,2008,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,58,0
21202,2008,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,50,0
21203,2008,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),44,0
21204,2008,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,53,0
21205,2008,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,66,1
21206,2008,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,245,2
21207,2008,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,136,1
21208,2008,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,347,3
21209,2008,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",51,0
21210,2008,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,247,2
21211,2008,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5503,43
21212,2008,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,165,1
21213,2008,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,104,1
21214,2008,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,529,4
21215,2008,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),195,2
21216,2008,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3362,26
21217,2008,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,79,1
21218,2008,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",79,1
21219,2008,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,61,0
21220,2008,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,24,0
21221,2008,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,227,2
21222,2008,NON-HISPANIC WHITE,MALE,SEPTICEMIA,60,0
21223,2008,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14,0
21224,2008,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,74,1
21225,2009,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,37,3
21226,2009,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14,1
21227,2009,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),5,0
21228,2009,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,8,1
21229,2009,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,7,1
21230,2009,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,61,4
21231,2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,5,0
21232,2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
21233,2009,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
21234,2009,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,55,4
21235,2009,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,449,33
21236,2009,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,18,1
21237,2009,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,83,6
21238,2009,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),18,1
21239,2009,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,399,29
21240,2009,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",12,1
21241,2009,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7,1
21242,2009,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,13,1
21243,2009,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,56,3
21244,2009,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9,1
21245,2009,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,11,1
21246,2009,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,1
21247,2009,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
21248,2009,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,58,4
21249,2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,17,1
21250,2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,51,3
21251,2009,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
21252,2009,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,48,3
21253,2009,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,555,34
21254,2009,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,26,2
21255,2009,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,84,5
21256,2009,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),35,2
21257,2009,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,508,31
21258,2009,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,8,0
21259,2009,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",9,1
21260,2009,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,10,1
21261,2009,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,13,1
21262,2009,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,56,1
21263,2009,HISPANIC,FEMALE,ALZHEIMERS DISEASE,56,1
21264,2009,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,0
21265,2009,HISPANIC,FEMALE,ASSAULT (HOMICIDE),26,1
21266,2009,HISPANIC,FEMALE,ATHEROSCLEROSIS,21,0
21267,2009,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,10,0
21268,2009,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,154,4
21269,2009,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,1
21270,2009,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,155,4
21271,2009,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",30,1
21272,2009,HISPANIC,FEMALE,DIABETES MELLITUS,215,5
21273,2009,HISPANIC,FEMALE,DISEASES OF HEART,1349,31
21274,2009,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,84,2
21275,2009,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,96,2
21276,2009,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,216,5
21277,2009,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21,0
21278,2009,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1098,25
21279,2009,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",35,1
21280,2009,HISPANIC,FEMALE,PARKINSONS DISEASE,11,0
21281,2009,HISPANIC,FEMALE,PEPTIC ULCER,9,0
21282,2009,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",10,0
21283,2009,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,57,1
21284,2009,HISPANIC,FEMALE,SEPTICEMIA,29,1
21285,2009,HISPANIC,FEMALE,SHORT GESTATION/LBW,12,0
21286,2009,HISPANIC,FEMALE,VIRAL HEPATITIS,48,1
21287,2009,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,170,3
21288,2009,HISPANIC,MALE,ALZHEIMERS DISEASE,25,1
21289,2009,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,12,0
21290,2009,HISPANIC,MALE,ASSAULT (HOMICIDE),106,2
21291,2009,HISPANIC,MALE,ATHEROSCLEROSIS,10,0
21292,2009,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,14,0
21293,2009,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15,0
21294,2009,HISPANIC,MALE,CEREBROVASCULAR DISEASE,143,3
21295,2009,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,119,2
21296,2009,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,111,2
21297,2009,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,1
21298,2009,HISPANIC,MALE,DIABETES MELLITUS,172,4
21299,2009,HISPANIC,MALE,DISEASES OF HEART,1382,28
21300,2009,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,77,2
21301,2009,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,196,4
21302,2009,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,183,4
21303,2009,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),72,1
21304,2009,HISPANIC,MALE,MALIGNANT NEOPLASMS,1180,24
21305,2009,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,41,1
21306,2009,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",29,1
21307,2009,HISPANIC,MALE,PARKINSONS DISEASE,16,0
21308,2009,HISPANIC,MALE,PEPTIC ULCER,10,0
21309,2009,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145,3
21310,2009,HISPANIC,MALE,SEPTICEMIA,22,0
21311,2009,HISPANIC,MALE,SHORT GESTATION/LBW,24,0
21312,2009,HISPANIC,MALE,VIRAL HEPATITIS,94,2
21313,2009,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,71,1
21314,2009,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,79,1
21315,2009,NON-HISPANIC BLACK,FEMALE,ANEMIAS,16,0
21316,2009,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
21317,2009,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),29,0
21318,2009,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
21319,2009,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,35,0
21320,2009,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,245,3
21321,2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,35,0
21322,2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,188,3
21323,2009,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34,0
21324,2009,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384,5
21325,2009,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2535,35
21326,2009,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,227,3
21327,2009,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,208,3
21328,2009,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,281,4
21329,2009,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17,0
21330,2009,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1736,24
21331,2009,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22,0
21332,2009,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75,1
21333,2009,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",24,0
21334,2009,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,73,1
21335,2009,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,46,1
21336,2009,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26,0
21337,2009,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,40,1
21338,2009,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,134,2
21339,2009,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,30,0
21340,2009,NON-HISPANIC BLACK,MALE,ANEMIAS,18,0
21341,2009,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,23,0
21342,2009,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),255,4
21343,2009,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,21,0
21344,2009,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,24,0
21345,2009,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,18,0
21346,2009,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,154,2
21347,2009,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67,1
21348,2009,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,147,2
21349,2009,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",43,1
21350,2009,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,285,4
21351,2009,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2068,32
21352,2009,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,131,2
21353,2009,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,329,5
21354,2009,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,207,3
21355,2009,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58,1
21356,2009,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1557,24
21357,2009,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,1
21358,2009,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",60,1
21359,2009,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,113,2
21360,2009,NON-HISPANIC BLACK,MALE,SEPTICEMIA,33,1
21361,2009,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,31,0
21362,2009,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56,1
21363,2009,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,178,1
21364,2009,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,205,2
21365,2009,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,29,0
21366,2009,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20,0
21367,2009,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,73,1
21368,2009,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,62,0
21369,2009,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,390,3
21370,2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,59,0
21371,2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,458,3
21372,2009,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",26,0
21373,2009,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,229,2
21374,2009,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6297,46
21375,2009,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,215,2
21376,2009,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,22,0
21377,2009,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,629,5
21378,2009,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),58,0
21379,2009,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3346,24
21380,2009,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22,0
21381,2009,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70,1
21382,2009,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,34,0
21383,2009,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,14,0
21384,2009,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,76,1
21385,2009,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,62,0
21386,2009,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,13,0
21387,2009,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,35,0
21388,2009,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,281,2
21389,2009,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,96,1
21390,2009,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,42,0
21391,2009,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),38,0
21392,2009,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,68,1
21393,2009,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,81,1
21394,2009,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,227,2
21395,2009,NON-HISPANIC WHITE,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,17,0
21396,2009,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,139,1
21397,2009,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,371,3
21398,2009,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",49,0
21399,2009,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,290,2
21400,2009,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5168,41
21401,2009,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,148,1
21402,2009,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,68,1
21403,2009,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,555,4
